oid	kind	category	name	args	return	comment	file
58575	f	partition	save_world_partition	in_map_name text, in_server_id text, in_dimension_index bigint, in_partition_definition jsonb, in_blocked boolean, in_label text	bigint		functions/partition/save_world_partition__6args.sql
58586	f	server	server_info_match	in_actor dune.actors, in_server_info dune.serverinfo	boolean		functions/server/server_info_match__2args.sql
58587	f	takeover	set_account_as_takeoverable	in_user_id text, in_new_user_id text	void		functions/takeover/set_account_as_takeoverable__2args.sql
58588	f	farm	set_all_inactive_players_in_farm_offline		void		functions/farm/set_all_inactive_players_in_farm_offline__0args.sql
58589	f	battlegroup	set_battlegroup_close_date	in_close_date timestamp without time zone	timestamp without time zone		functions/battlegroup/set_battlegroup_close_date__1args.sql
58590	f	character_mod	set_character_import_state	in_fls_id text, in_state dune.transferimportstate	void		functions/character_mod/set_character_import_state__2args.sql
58591	f	character_mod	set_character_name	in_account_id bigint, in_name text	void		functions/character_mod/set_character_name__2args.sql
58592	f	schema_meta	set_demo_state	in_user_id text, in_demo_state dune.demostate	void		functions/schema_meta/set_demo_state__2args.sql
58593	f	inventory	set_item_tracking_enabled	in_enabled boolean	void		functions/inventory/set_item_tracking_enabled__1args.sql
58594	f	faction	set_player_faction_reputation	in_actor_id bigint, in_faction_id smallint, in_reputation_amount integer	void		functions/faction/set_player_faction_reputation__3args.sql
58595	f	character_mod	set_players_from_server_ids_offline	in_server_ids text[]	void		functions/character_mod/set_players_from_server_ids_offline__1args.sql
58596	f	character_mod	set_specialization_xp_and_level	in_player_id bigint, in_track_type dune.specializationtracktype, in_xp_amount integer, in_level real	void		functions/character_mod/set_specialization_xp_and_level__4args.sql
58597	p	encryption	setup_user_data_encryption	IN in_enable boolean			procedures/setup_user_data_encryption__1args.sql
58598	f	vehicle	store_backup_vehicle	in_vehicle_id bigint, in_account_id bigint, in_customization_id text	void		functions/vehicle/store_backup_vehicle__3args.sql
58599	f	vehicle	store_recovered_vehicle	in_vehicle_id bigint, in_chassis_durability real, in_customization_id text, in_is_migration boolean	void		functions/vehicle/store_recovered_vehicle__4args.sql
58600	f	vehicle	store_recovered_vehicles_wiped_before_spawn	in_vehicle_ids bigint[], in_delete_items boolean	void		functions/vehicle/store_recovered_vehicles_wiped_before_spawn__2args.sql
58601	f	takeover	takeover_account	in_user_to_takeover text, in_current_user text	void		functions/takeover/takeover_account__2args.sql
58602	f	taxation	taxation_emit_invoices	new_tax_invoices dune.taxinvoicedata[]	void		functions/taxation/taxation_emit_invoices__1args.sql
58603	f	taxation	taxation_get_all_invoices_for_player	in_player_id bigint	TABLE(id bigint, totem_id bigint, reference_timestamp bigint, invoice_status smallint, amount integer, actor_name text)		functions/taxation/taxation_get_all_invoices_for_player__1args.sql
58604	f	taxation	taxation_get_all_invoices_for_server	map_name text, in_dimension_index integer, in_partition_id bigint	TABLE(id bigint, totem_id bigint, reference_timestamp bigint, invoice_status smallint, amount integer, actor_name text)		functions/taxation/taxation_get_all_invoices_for_server__3args.sql
58605	f	taxation	taxation_get_all_invoices_for_totem	in_totem_id bigint	TABLE(id bigint, totem_id bigint, reference_timestamp bigint, invoice_status smallint, amount integer, actor_name text)		functions/taxation/taxation_get_all_invoices_for_totem__1args.sql
58606	f	taxation	taxation_pay_invoice	invoice_id bigint, paid_invoice_status smallint	bigint		functions/taxation/taxation_pay_invoice__2args.sql
58607	f	taxation	taxation_remove_invoices	invoices_to_remove bigint[]	void		functions/taxation/taxation_remove_invoices__1args.sql
58608	f	taxation	taxation_remove_invoices_from_totem	totem_actor_id bigint	void		functions/taxation/taxation_remove_invoices_from_totem__1args.sql
58609	f	taxation	taxation_update_invoice_status	invoices_to_overdue bigint[], invoices_to_defaulted bigint[], overdue_invoice_status smallint, defaulted_invoice_status smallint	void		functions/taxation/taxation_update_invoice_status__4args.sql
58610	f	spice_field	try_prime_spicefield	in_source_server_id text, in_spicefield_id integer	boolean		functions/spice_field/try_prime_spicefield__2args.sql
58611	f	spice_field	try_restart_spicefield	in_server_id text, in_spicefield_type_id integer	boolean		functions/spice_field/try_restart_spicefield__2args.sql
58612	f	spice_field	try_spawn_spicefield	in_source_server_id text, in_spicefield_id integer	boolean		functions/spice_field/try_spawn_spicefield__2args.sql
58613	f	exchange	try_update_exchange_categories_hash	in_new_hash integer	TABLE(item_template_id text, mask integer, depth smallint)		functions/exchange/try_update_exchange_categories_hash__1args.sql
58614	f	partition	unassign_partition	in_server_id text	boolean		functions/partition/unassign_partition__1args.sql
58615	f	communinet	update_communinet_player_channel	in_account_id bigint, in_channel_name text, in_is_tuned boolean	void		functions/communinet/update_communinet_player_channel__3args.sql
58616	f	communinet	update_communinet_player_data	in_account_id bigint, in_is_active boolean, in_selected_channel_name text	void		functions/communinet/update_communinet_player_data__3args.sql
58617	f	misc	update_consumed_per_player_lore	in_actor_id bigint, in_consumed_bit_array bit, in_use_temporary boolean	void		functions/misc/update_consumed_per_player_lore__3args.sql
58618	f	journey_progression	update_coriolis_for_player	in_controller_id bigint, OUT out_was_coriolis_processed boolean	boolean		functions/journey_progression/update_coriolis_for_player__2args.sql
58619	f	player_persistence	update_death_location	in_pawn dune.actordescription, in_server_info dune.serverinfo, in_life_state dune.playerlifestate	void		functions/player_persistence/update_death_location__3args.sql
58620	f	farm	update_farm_state	in_server_id text, in_outgoing_s2s_connections integer, in_incoming_s2s_connections integer, in_connected_players integer, in_farm_id text, in_igw_addr inet, in_igw_port integer, in_ready boolean, in_alive boolean, in_game_addr inet, in_game_port integer, in_map text, in_revision integer	void		functions/farm/update_farm_state__13args.sql
58621	f	spice_field	update_global_spice_field_rules	in_max_globally_primed integer, in_max_globally_active integer, in_spicefield_type_id integer	void		functions/spice_field/update_global_spice_field_rules__3args.sql
58622	f	misc	update_inventories_data	in_inventory_data_list dune.inventorydata[]	void		functions/misc/update_inventories_data__1args.sql
58623	f	inventory	update_inventory	in_delete_list bigint[], in_stack_update dune.itemstackupdate[], in_quality_update dune.itemqualityupdate[], in_stat_update dune.itemstatupdate[], in_item_locations dune.inventoryitemlocation[]	void		functions/inventory/update_inventory__5args.sql
58624	f	inventory	update_item_locations	in_item_locations dune.inventoryitemlocation[]	void		functions/inventory/update_item_locations__1args.sql
58625	f	journey_progression	update_journey_story_ids	old_story_ids text[], new_story_ids text[]	void		functions/journey_progression/update_journey_story_ids__2args.sql
58626	f	markers	update_marker_ids	in_old_ids integer[], in_new_ids integer[]	void		functions/markers/update_marker_ids__2args.sql
58627	f	partition	update_partition_labels	in_allow_overwrite boolean	void		functions/partition/update_partition_labels__1args.sql
58628	f	party	update_party_platform_session	in_party_id bigint, in_platform_session_id text, in_platform_name text	void		functions/party/update_party_platform_session__3args.sql
58629	f	character_mod	update_player_tags	in_account_id bigint, tags_to_add text[], tags_to_remove text[]	void		functions/character_mod/update_player_tags__3args.sql
58630	f	items_purge	update_removed_items_and_recipes	items_removed text[], recipes_removed text[]	void		functions/items_purge/update_removed_items_and_recipes__2args.sql
58631	f	misc	update_resourcefield_states	in_map text, in_dimension_index integer, in_field_kind_id smallint, in_field_states dune.resourcefieldstateentry[]	void		functions/misc/update_resourcefield_states__4args.sql
58632	f	spawner	update_respawn_locations	player_id bigint, respawn_locations dune.respawnlocation[]	void		functions/spawner/update_respawn_locations__2args.sql
58633	f	character_mod	update_returning_player_status	in_user_id text, in_minimum_returning_player_time_seconds integer	void		functions/character_mod/update_returning_player_status__2args.sql
58634	f	misc	update_sell_orders_categories	category_update_data dune.exchangecategoryupdatedata[]	void		functions/misc/update_sell_orders_categories__1args.sql
58635	f	building_blueprint	update_server_building_favorites	in_account_id bigint, in_building_types text[]	void		functions/building_blueprint/update_server_building_favorites__2args.sql
58636	f	building_blueprint	update_server_learned_building_sets	in_account_id bigint, in_learned_building_sets text[]	void		functions/building_blueprint/update_server_learned_building_sets__2args.sql
58637	f	server	update_server_learned_new_buildable_pieces	in_account_id bigint, in_new_buildable_pieces text[]	void		functions/server/update_server_learned_new_buildable_pieces__2args.sql
58638	f	character_mod	update_specialization_refund_id	in_player_id bigint, in_refund_id smallint, in_removed_keystones smallint[]	void		functions/character_mod/update_specialization_refund_id__3args.sql
58639	f	spice_field	update_spice_field_spawn_state	in_is_spawning_active boolean, in_spicefield_type_id integer	void		functions/spice_field/update_spice_field_spawn_state__2args.sql
58640	f	actors	update_traveling_actor_dependencies	in_dep dune.traveldependency[]	void		functions/actors/update_traveling_actor_dependencies__1args.sql
58641	f	actors	update_traveling_actor_tree	in_actor_id bigint, in_target_transform dune.transform, in_target_map text, in_target_dimension_index integer, in_target_partition_id bigint	TABLE(out_id bigint, out_actor_state text)		functions/actors/update_traveling_actor_tree__5args.sql
58642	f	schema_meta	update_universe_time	in_farm_id text	TABLE(universe_time_timestamp timestamp without time zone, down_time_accumulation bigint)		functions/schema_meta/update_universe_time__1args.sql
58643	f	stock_vendor	update_vendor_timestamp_for_player	in_vendor_id text, in_player_id bigint, in_timestamp bigint	void		functions/stock_vendor/update_vendor_timestamp_for_player__3args.sql
58644	f	misc	upgrade_location_data_list	in_location_data_list jsonb, in_map_field_name text	jsonb		functions/misc/upgrade_location_data_list__2args.sql
58645	f	misc	upgrade_map_name	in_map_name text	text		functions/misc/upgrade_map_name__1args.sql
58646	f	misc	upgrade_map_value	in_value jsonb	jsonb		functions/misc/upgrade_map_value__1args.sql
58647	f	spice_field	upsert_spicefield_types	in_max_globally_active integer[], in_max_globally_primed integer[], in_field_types text[], in_map_name text, in_dimension_index integer	TABLE(type_id integer, max_global integer, max_global_primed integer, spawning_active boolean, out_field_type text)		functions/spice_field/upsert_spicefield_types__5args.sql
58648	f	map_areas	use_sinkchart	in_player_id bigint, in_account_id bigint, in_area_id smallint, in_item_id bigint, in_sinkchart_map_name text, in_player_map_name text, in_player_current_dimension integer	dune.usesinkchartreturndata		functions/map_areas/use_sinkchart__7args.sql
58649	f	inventory	verify_item_dup_backup_tool	in_account_id bigint, in_vehicle_id bigint, in_cheat_type dune.cheat_type_enum	void		functions/inventory/verify_item_dup_backup_tool__3args.sql
58650	f	cleanup	wipe_old_events_log	in_days_limit integer	void		functions/cleanup/wipe_old_events_log__1args.sql
58651	f	misc	zero_transform		dune.transform		functions/misc/zero_transform__0args.sql
